claim,label
937,The coronavirus has seen a “big surge in New Zealand. It's terrible. We don't want that.,FALSE
938,"Shows a waitress saying, ""I lost my job. But I'll sleep better knowing” that the coronavirus relief bill included funding for the Kennedy Center, refugee resettlement, PBS, and congressional salaries: “Thanks, Democrats”",FALSE
939,"A Twitter user responded to Stephen King's assertion the COVID-19 pandemic was ""not like The Stand,"" sincerely asking King if he ""even read"" a book he actually wrote.",mixture
940,"Thailand reports new coronavirus death as total cases reach 1,245.",TRUE
941,Democrats push new $3T coronavirus relief bill through House.,TRUE
942,"If you have a runny nose and sputum, you have a common cold, not Covid-19.",TRUE
943,China's blood donations dry up as coronavirus outbreak quells giving.,TRUE
944,“The CDC may have to stop calling COVID-19 an ‘epidemic’ due to a remarkably low death rate.”,FALSE
945,“Four kids who took the coronavirus vaccine died immediately.”,FALSE
946,"After discovering a doomsday asteroid was approaching Earth, world leaders created the COVID-19 pandemic in an effort to distract the world population and force everyone to spend time with their families during Earth's final days.",FALSE
947,Erdogan says Turkey will overcome coronavirus in two-three weeks; school closures extended.,TRUE
948,Airlines rush to boost demand as coronavirus shreds playbook for crisis management.,TRUE
949,"Teenage climate activist Greta Thunberg appeared on a CNN ""expert panel"" in a program about the COVID-19 coronavirus pandemic.",mixture
950,New study: The flu vaccine is 'significantly associated' with an increased risk of coronavirus,FALSE
951,The novel coronavirus was “man-made.”,FALSE
952,"Image depicts a tweet from the World Health Organization on January 14 2020, indicating there was ""no clear evidence of human-to-human transmission of the novel #coronavirus.",mixture
953,Cristina Higgins authored a personal account about the spread of COVID-19 in Italy.,TRUE
954,Virginia has “lagged behind other states when it comes to (covid-19) testing.”,TRUE
955,"The city of Lake Worth Beach, Florida cut power and water services to some residents in the middle of the COVID-19 pandemic.",mixture
956,"Although Georgia Gov. Brian Kemp ""opened"" the state, his mansion remained closed for tours during the COVID-19 pandemic.",TRUE
957,Indonesian doctor's death exposes heartbreaking risks of coronavirus battle.,TRUE
958,Event 201 “gave out stuffed souvenir coronavirus toys” to “commemorate” Novel coronavirus outbreak,FALSE
959,"Clout-chasing teenagers are participating in the ""coronavirus challenge"" on TikTok, Instagram, and other social media platforms, sharing attempts to infect themselves and contract COVID-19.",unproven
960,"Facebook post Says Anthony Fauci, Bill Gates, George Soros and Jeffrey Epstein are connected with Moderna, Inc., and its efforts to create the coronavirus vaccine.",FALSE
961,"France struggling to curb rate of coronavirus pandemic, health official says.",TRUE
962,“Only 6% of the people actually died from COVID.” The others “died from other reasons.”,FALSE
963,Facebook post Says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.,FALSE
964,"Bats are pictured on the reverse of a U.S. quarter issued in 2020, an indicator that COVID-19 is connected to a government plot.",mixture
965,The Centers for Disease Control and Prevention is ordering that all deaths no matter the cause be counted as COVID-19 deaths via a new ICD code.,FALSE
966,"U.S. President Donald Trump referred to the new coronavirus as a ""hoax.",mixture
967,"Italy has concluded Covid-19 is not a virus, and people are actually dying of amplified global 5G electromagnetic radiation poisoning.",FALSE
968,Greece quarantines second migrant camp after COVID-19 case confirmed.,TRUE
969,"Canada faces 'critical week' in coronavirus crisis, death toll jumps.",TRUE
970,"According to an unnamed critical care physician working in Italy, emergency rooms in the country were running at 200 percent capacity because of a novel coronavirus.",unproven
971,"As the United States government tried to negotiate a response to a novel coronavirus strain, cost issues temporarily stalled passing a bill approving roughly $8 billion in emergency funding.",TRUE
972,U.S. men less likely to heed health warnings as coronavirus death toll mounts: Reuters Poll.,TRUE
973,Hal Turner Radio Show Says the coronavirus is “a MILITARY BIO-WEAPON Developed by China's Army.”,FALSE
974,"Image of an anti-Semitic sign (""the real plague"") was captured at a COVID-19 anti-lockdown protest in Ohio in April 2020.",TRUE
975,"Image of a COVID-19 anti-lockdown protester's sign calling to re-open ""Pennslvania"" and referencing ""we the peaple"" is not doctored or altered in any way.",TRUE
976,Facebook post Says news stories referencing 322 and COVID-19 are proof cases are being “synchronized”,FALSE
977,Mainland China sees rise in new coronavirus cases.,TRUE
978,"China sends medical supplies, experts to help Italy battle coronavirus.",TRUE
979,"Spain overtakes Italy in coronavirus cases, death rate slows.",TRUE
980,"Global coronavirus death toll hits 150,000: Reuters tally.",TRUE
981,"Facebook post Says the governors of Michigan, New York and Nevada “have issued orders banning the prescription of hydroxychloroquine to patients with COVID-19.”",FALSE
982,Zambia records first coronavirus death.,TRUE
983,"Walmart, Amazon, Kroger, Target and Costco “have not had any reported (coronavirus) cases in the news.”",FALSE
984,Scramble for masks as Italian region orders coronavirus cover-up.,TRUE
985,"Hundreds of Americans flown home from cruise ship, 14 with coronavirus.",TRUE
986,"In July 2020, U.S. Education Secretary Betsy DeVos said ""only"" .02% of the country's K-12 school students — totaling 14,740 children and teens — are likely to die from COVID-19 when and if schools fully reopen.",FALSE
987,"A viral social media post in January 2020 represented an authentic, accurate ""health bulletin"" about the new coronavirus outbreak from an official public health authority.",FALSE
988,Officials release edited coronavirus reopening guidance.,TRUE
989,"The symptoms of Covid-19 are a sore throat lasting 3 or 4 days. The virus then blends into nasal fluid, enters the trachea and then the lungs causing pneumonia. With pneumonia comes high fever and difficulty breathing. The nasal congestion feels like you're drowning",unproven
990,Coronavirus forces U.S. churches to offer Easter Sunday services unlike any before.,TRUE
991,"Italy “went against the WHO's ‘law’” against COVID-19 autopsies and “discovered covid is not a virus, but a bacterium” that “clots the blood and reduces the oxygen saturation.”",FALSE
992,Italy's coronavirus deaths surge as Lombardy seeks tougher curbs.,TRUE
993,A coronavirus-related health advisory graphic issued by the World Health Organization warned against unprotected sex with farm animals.,FALSE
994,Tokyo hospital trainees test positive for coronavirus after party.,TRUE
995,There’s a “direct correlation” between North Carolina’s mask requirement and COVID-19 stabilization.,TRUE
996,Facebook post Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,TRUE
997,"Boy, 9, is 1st French death from likely COVID-linked illness.",TRUE
998,"Spain's coronavirus deaths rise above 10,000, yet there is 'glimpse of hope'.",TRUE
999,Donald Trump owned stock in Thermo-Fisher Scientific at a time when his presidential administration was advocating for a COVID-19 test that uses Thermo-Fisher equipment.,FALSE
1000,U.S. doctors on coronavirus frontline seek protection from malpractice suits.,TRUE
1001,Blogger Says the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,FALSE
1002,"Novel Coronavirus (COVID-19) is no more dangerous than the common cold, and it's being blown out of proportion to make the President of the United States look bad.",FALSE
1003,"A Facebook post is correct in saying N95 masks, surgical masks, and cloth masks can be dangerous and/or ineffective in protecting against the spread of COVID-19 based on CDC and U.S. Occupational Safety and Health Administration (OSHA) guidelines.",FALSE
1004,"Italy's coronavirus death toll climbs by 578, new cases continue to slow.",TRUE
1005,Greece suggests EU buy patent rights for vaccines and coronavirus tests: FAZ.,TRUE
1006,“Fish tank additive may treat coronavirus.”,FALSE
1007,“Does the #DemConvention know @NYGovCuomo forced nursing homes across NY to take in COVID positive patients and planted the seeds of infection that killed thousands of grandmothers and grandfathers?”,FALSE
1008,"Coronavirus strain COVID-19 can be treated by drinking warm water, among several other claims made online.",mixture
1009,U.N. says Saudi deportations of Ethiopian migrants risks spreading coronavirus.,TRUE
1010,FACT CHECK: Trump pitches drug not approved for coronavirus.,TRUE
1011,The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.,FALSE
1012,"“Since the reopening of (Georgia), we’ve seen our COVID rate skyrocket by 40%.”",FALSE
1013,Indonesia doctor hits the streets to curb coronavirus.,TRUE
1014,“In ‘Resident Evil’ the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.”,FALSE
1015,Facebook post Says researchers found a “fabric that kills coronaviruses”,TRUE
1016,"The United States' top infectious diseases expert, Dr. Anthony Fauci, said people in the U.S. do not need to wear masks to protect against COVID-19.",mixture
1017,"Gaza runs out of coronavirus tests, Palestinian health officials say.",TRUE
1018,"New Mexico woman, 105, who beat 1918 flu, has COVID-19.",TRUE
1019,"Chinese officials are seeking approval to start the mass killing of 20,000 people in order to stop the spread of new coronavirus.",FALSE
1020,Joe Diffie’s death was labeled “as a COVID-19 death and it wasn’t!”,FALSE
1021,Italy will stop caring for elderly patients who are infected with novel coronavirus strain COVID-19.,mixture
1022,Blogger Says Nancy Pelosi was “caught trying to include abortion funding in bill to combat coronavirus.”,FALSE
1023,"UK pushes for more ventilators, hospital beds as coronavirus cases mount.",TRUE
1024,"If someone with the new coronavirus sneezes, it travels about 10 feet before it drops to the ground and is no longer airborne",unproven
1025,COVID-19 doctors are reporting inexplicable blood-clotting and hematological complications in otherwise young and healthy patients.,TRUE
1026,'Do we really want to close schools?' U.S. authorities resist coronavirus closures.,TRUE
1027,"The COVID-19 pandemic was planned by the Rockefeller Foundation in ""Operation Lockstep.",FALSE
1028,"France's coronavirus death rate accelerates, cases near 100,000.",TRUE
1029,Anticoagulants should be used to fight Covid-19.,mixture
1030,"When U.S. President Donald Trump was asked what he'd say to people who lost family members to COVID-19, he replied, ""I would say this didn't hurt anyone as much as it hurt me.",FALSE
1031,"Donald Trump Says that “over a 45-minute period that we had the press conference” on the coronavirus on March 13, 2020, the stock market set ""an all-time record.",mixture
1032,"Using the ""African method"" of sitting over a steaming cooking pot can help you avoid contracting COVID-19.",FALSE
1033,Facebook post says Joe Biden has said 150 million Americans died from guns and another 120 million from COVID-19,TRUE
1034,U.S. President Donald Trump golfed several times and held a number of rallies after learning about the threat of the coronavirus. ,TRUE
1035,"The UK is performing 240,000 Covid-19 tests a day.",mixture
